Packet Number,Time,Battery Voltage,Altitude,Temperature,Humidity,Lux,State,alt_th
1779,5829,2.159371,65503,17,48,523,3,234
1780,5830,2.171829,65503,17,48,515,3,234
1781,5831,2.188440,65504,17,48,523,3,234
1782,5833,2.180135,65504,17,48,523,3,234
1783,5834,2.167677,65503,17,48,515,3,234
1784,5835,2.188440,65504,17,48,521,3,234
1785,5836,2.167677,65504,17,48,516,3,234
1786,5837,2.142761,65503,17,48,520,3,234
1787,5838,2.146914,65503,17,48,510,3,234
1788,5840,2.188440,65504,17,48,512,3,234
1789,5841,2.155219,65505,17,48,523,3,234
1790,5842,2.171829,65504,17,48,509,3,234
1791,5843,2.155219,65505,17,48,521,3,234
1792,5844,2.175982,65504,17,48,524,3,234
1793,5845,2.180135,65504,17,48,511,3,234
1794,5846,2.146914,65505,17,48,510,3,234
1795,5847,2.188440,65505,17,48,508,3,234
1796,5849,2.130303,65504,17,48,522,3,234
1797,5850,2.167677,65505,17,48,509,3,234
1798,5851,2.134456,65505,17,48,517,3,234
1799,5852,2.167677,65504,17,48,522,3,234
1800,5853,2.134456,65504,17,48,512,3,234
1801,5854,2.142761,65504,17,48,510,3,234
1802,5855,2.163524,65504,17,48,510,3,234
1803,5856,2.188440,65504,17,48,515,3,234
1804,5859,2.188440,65504,17,48,515,3,234
1805,5860,2.184287,65504,17,48,515,3,234
1806,5861,2.155219,65504,17,48,520,3,234
1807,5862,2.142761,65504,17,48,516,3,234
1808,5866,2.171829,65504,17,48,521,3,234
1809,5867,2.146914,65504,17,48,522,3,234
1810,5868,2.134456,65504,17,48,512,3,234
1811,5869,2.138608,65504,17,48,507,3,234
1812,5870,2.142761,65504,17,48,517,3,234
1813,5871,2.130303,65504,17,48,515,3,234
1814,5872,2.184287,65504,17,48,515,3,234
1815,5874,2.188440,65504,17,48,520,3,234
1816,5875,2.167677,65503,17,48,523,3,234
1817,5876,2.146914,65504,17,48,509,3,234
1818,5877,2.171829,65504,17,48,519,3,234
1819,5878,2.146914,65503,17,48,509,3,234
1820,5879,2.184287,65503,17,48,522,3,234
1821,5880,2.180135,65503,17,48,513,3,234
1822,5882,2.151066,65504,17,48,511,3,234
1823,5883,2.180135,65503,17,48,521,3,234
1824,5884,2.130303,65504,17,48,518,3,234
1825,5885,2.180135,65504,17,48,509,3,234
1826,5886,2.175982,65503,17,49,511,3,234
1827,5887,2.180135,65503,17,49,516,3,234
1828,5888,2.188440,65503,17,49,522,3,234
1829,5890,2.163524,65503,17,49,514,3,234
1830,5891,2.155219,65503,17,49,522,3,234
1831,5892,2.167677,65504,17,49,523,3,234
1832,5893,2.130303,65504,17,49,508,3,234
1833,5894,2.142761,65504,17,49,510,3,234
1834,5895,2.151066,65503,17,49,514,3,234
1835,5896,2.171829,65503,17,49,516,3,234
1836,5897,2.130303,65504,17,48,515,3,234
1837,5899,2.180135,65503,17,48,524,3,234
1838,5900,2.126150,65503,17,48,508,3,234
1839,5901,2.130303,65503,17,48,508,3,234
1840,5902,2.134456,65502,17,48,521,3,234
1841,5903,2.167677,65503,17,48,513,3,234
1842,5904,2.167677,65503,17,48,512,3,234
1843,5906,2.180135,65504,17,48,518,3,234
1844,5907,2.142761,65504,17,48,508,3,234
1845,5908,2.175982,65504,17,48,519,3,234
1846,5909,2.155219,65503,17,48,518,3,234
1847,5910,2.159371,65503,17,48,509,3,234
1848,5911,2.159371,65504,17,48,509,3,234
1849,5912,2.130303,65503,17,48,509,3,234
1850,5913,2.171829,65504,17,48,509,3,234
1851,5915,2.188440,65503,17,48,523,3,234
1852,5916,2.142761,65504,17,48,515,3,234
1853,5917,2.180135,65504,17,48,522,3,234
1854,5918,2.130303,65504,17,48,518,3,234
1855,5919,2.134456,65503,17,48,512,3,234
1856,5920,2.167677,65504,17,48,512,3,234
1857,5921,2.180135,65503,17,48,522,3,234
1858,5922,2.175982,65503,17,49,523,3,234
1859,5924,2.180135,65503,17,49,523,3,234
1860,5925,2.151066,65504,17,49,515,3,234
1861,5926,2.184287,65503,17,49,523,3,234
1862,5928,2.159371,65503,17,49,510,3,234
1863,5932,2.171829,65503,17,49,513,3,234
1864,5933,2.130303,65504,17,49,523,3,234
1865,5934,2.163524,65504,17,49,508,3,234
1866,5935,2.134456,65504,17,49,523,3,234
1867,5936,2.167677,65504,17,49,515,3,234
1868,5937,2.180135,65504,17,49,519,3,234
1869,5938,2.155219,65504,17,49,521,3,234
1870,5941,2.142761,65503,17,49,520,3,234
1871,5945,2.167677,65503,17,50,514,3,234
1872,5946,2.159371,65504,17,50,520,3,234
1873,5947,2.134456,65503,17,50,509,3,234
1874,5949,2.134456,65503,17,50,508,3,234
1875,5950,2.146914,65504,17,50,513,3,234
1876,5951,2.171829,65504,17,50,517,3,234
1877,5952,2.175982,65503,17,50,508,3,234
1878,5953,2.146914,65503,17,50,510,3,234
1879,5954,2.188440,65503,17,50,520,3,234
1880,5956,2.142761,65503,17,50,518,3,234
1881,5957,2.188440,65503,17,49,522,3,234
1882,5958,2.184287,65502,17,49,521,3,234
1883,5959,2.151066,65503,17,49,522,3,234
1884,5960,2.184287,65503,17,49,523,3,234
1885,5961,2.184287,65504,17,49,520,3,234
1886,5963,2.126150,65503,17,49,516,3,234
1887,5965,2.138608,65504,17,49,512,3,234
1888,5966,2.130303,65503,17,49,517,3,234
1889,5967,2.159371,65504,17,49,516,3,234
1890,5968,2.167677,65503,17,49,515,3,234
1891,5971,2.184287,65503,17,49,522,3,234
1892,5972,2.126150,65504,17,49,514,3,234
1893,5974,2.159371,65504,17,49,508,3,234
1894,5975,2.171829,65504,17,49,522,3,234
1895,5976,2.159371,65504,17,49,513,3,234
1896,5977,2.184287,65503,17,49,519,3,234
1897,5978,2.167677,65503,17,49,513,3,234
1898,5979,2.134456,65504,17,49,517,3,234
1899,5981,2.142761,65502,17,49,509,3,234
1900,5983,2.126150,65504,17,49,509,3,234
1901,5984,2.130303,65504,17,49,509,3,234
1902,5985,2.175982,65504,17,49,522,3,234
1903,5986,2.146914,65503,17,49,515,3,234
1904,5987,2.180135,65503,17,49,521,3,234
1905,5988,2.180135,65503,17,49,518,3,234
1906,5991,2.180135,65503,17,49,515,3,234
1907,5992,2.126150,65503,17,49,521,3,234
1908,5993,2.121998,65504,17,49,517,3,234
1909,5994,2.184287,65504,17,49,515,3,234
1910,5995,2.175982,65504,17,49,521,3,234
1911,5996,2.175982,65503,17,49,519,3,234
1912,5997,2.130303,65504,17,49,520,3,234
1913,5999,2.184287,65504,17,49,518,3,234
1914,6000,2.167677,65503,17,49,513,3,234
1915,6001,2.130303,65504,17,49,509,3,234
1916,6002,2.151066,65504,17,49,518,3,234
1917,6003,2.171829,65504,17,49,521,3,234
1918,6004,2.151066,65503,17,49,519,3,234
1919,6006,2.167677,65503,17,49,520,3,234
1920,6007,2.142761,65503,17,49,521,3,234
1921,6009,2.138608,65503,17,49,512,3,234
1922,6010,2.134456,65503,17,49,522,3,234
1923,6011,2.134456,65503,17,49,518,3,234
1924,6012,2.126150,65503,17,49,508,3,234
1925,6013,2.175982,65502,17,49,521,3,234
1926,6015,2.146914,65503,17,49,508,3,234
1927,6016,2.163524,65503,17,49,514,3,234
1928,6017,2.159371,65503,17,49,522,3,234
1929,6018,2.138608,65504,17,49,520,3,234
1930,6019,2.138608,65502,17,49,507,3,234
1931,6020,2.142761,65503,17,49,517,3,234
1932,6022,2.184287,65504,17,49,521,3,234
1933,6023,2.175982,65503,17,49,518,3,234
1934,6024,2.175982,65503,17,49,510,3,234
1935,6025,2.175982,65503,17,49,517,3,234
1936,6026,2.171829,65503,17,49,518,3,234
1937,6027,2.130303,65503,17,49,519,3,234
1938,6028,2.175982,65504,17,49,513,3,234
1939,6029,2.121998,65504,17,49,506,3,234
1940,6031,2.138608,65503,17,49,521,3,234
1941,6032,2.121998,65504,17,49,519,3,234
1942,6033,2.180135,65504,17,49,518,3,234
1943,6034,2.175982,65503,17,49,515,3,234
1944,6035,2.151066,65503,17,49,509,3,234
1945,6036,2.142761,65503,17,49,510,3,234
1946,6037,2.167677,65503,17,49,520,3,234
1947,6038,2.159371,65502,17,49,519,3,234
1948,6040,2.126150,65503,17,49,518,3,234
1949,6041,2.138608,65502,17,49,507,3,234
1950,6042,2.121998,65503,17,49,521,3,234
1951,6043,2.126150,65502,17,49,513,3,234
1952,6044,2.163524,65502,17,49,507,3,234
1953,6045,2.159371,65502,17,49,517,3,234
1954,6047,2.138608,65504,17,49,521,3,234
1955,6048,2.138608,65503,17,49,515,3,234
1956,6049,2.180135,65503,17,49,511,3,234
1957,6050,2.121998,65504,17,49,508,3,234
1958,6051,2.180135,65503,17,49,517,3,234
1959,6052,2.142761,65503,17,49,518,3,234
1960,6053,2.134456,65503,17,49,512,3,234
1961,6054,2.126150,65502,17,49,519,3,234
1962,6056,2.134456,65503,17,49,520,3,234
1963,6057,2.134456,65502,17,48,520,3,234
1964,6058,2.180135,65503,17,48,518,3,234
1965,6059,2.180135,65501,17,48,511,3,234
1966,6060,2.138608,65503,17,48,512,3,234
1967,6066,2.171829,65502,17,48,518,3,234
1968,6068,2.138608,65503,17,48,515,3,234
1969,6069,2.155219,65502,17,48,518,3,234
1970,6070,2.167677,65503,17,48,514,3,234
1971,6072,2.180135,65502,17,48,522,3,234
1972,6073,2.126150,65502,17,48,507,3,234
1973,6074,2.171829,65503,17,48,521,3,234
1974,6077,2.121998,65502,17,48,507,3,234
1975,6078,2.180135,65503,17,48,521,3,234
1976,6083,2.175982,65502,17,48,520,3,234
1977,6084,2.121998,65502,17,48,517,3,234
1978,6085,2.171829,65502,17,48,514,3,234
1979,6088,2.180135,65503,17,48,510,3,234
1980,6090,2.151066,65503,17,48,513,3,234
1981,6091,2.121998,65502,17,48,519,3,234
1982,6092,2.121998,65502,17,48,508,3,234
1983,6093,2.167677,65503,17,48,506,3,234
1984,6094,2.175982,65502,17,48,513,3,234
1985,6095,2.167677,65503,17,48,518,3,234
1986,6097,2.126150,65502,17,48,515,3,234
1987,6098,2.159371,65503,17,48,518,3,234
1988,6099,2.175982,65502,17,48,512,3,234
1989,6100,2.175982,65503,17,48,507,3,234
1990,6101,2.117845,65503,17,48,518,3,234
1991,6102,2.167677,65502,17,48,515,3,234
1992,6103,2.142761,65502,17,48,515,3,234
1993,6104,2.142761,65502,17,48,512,3,234
1994,6106,2.163524,65502,17,48,507,3,234
1995,6107,2.121998,65501,17,48,514,3,234
1996,6109,2.175982,65502,17,48,519,3,234
1997,6110,2.121998,65501,17,48,517,3,234
1998,6111,2.146914,65501,17,48,519,3,234
1999,6112,2.163524,65502,17,48,513,3,234
2000,6113,2.121998,65502,17,48,520,3,234
2001,6116,2.171829,65501,17,48,519,3,234
2002,6117,2.163524,65502,17,48,507,3,234
2003,6118,2.167677,65501,17,48,507,3,234
2004,6119,2.121998,65502,17,48,520,3,234
2005,6120,2.175982,65502,17,48,519,3,234
2006,6122,2.171829,65502,17,48,508,3,234
2007,6123,2.159371,65502,17,48,512,3,234
2008,6125,2.151066,65502,17,48,519,3,234
2009,6129,2.167677,65502,17,48,508,3,234
2010,6132,2.126150,65502,17,48,519,3,234
2011,6134,2.126150,65503,17,48,518,3,234
2012,6135,2.175982,65503,17,48,506,3,234
2013,6136,2.151066,65502,17,48,512,3,234
2014,6138,2.126150,65501,17,48,507,3,234
2015,6140,2.167677,65502,17,48,506,3,234
2016,6141,2.117845,65502,17,48,510,3,234
2017,6142,2.155219,65502,17,48,515,3,234
2018,6143,2.134456,65501,17,48,505,3,234
2019,6144,2.175982,65501,17,48,508,3,234
2020,6145,2.159371,65503,17,48,518,3,234
2021,6147,2.126150,65503,17,48,519,3,234
2022,6148,2.117845,65501,17,48,506,3,234
2023,6149,2.175982,65502,17,48,507,3,234
2024,6150,2.167677,65502,17,48,516,3,234
2025,6151,2.163524,65502,17,48,516,3,234
2026,6152,2.138608,65502,17,48,505,3,234
2027,6153,2.121998,65502,17,48,520,3,234
2028,6156,2.167677,65502,17,48,506,3,234
2029,6157,2.121998,65501,17,48,506,3,234
2030,6158,2.175982,65501,17,48,511,3,234
2031,6159,2.175982,65502,17,48,518,3,234
2032,6160,2.167677,65501,17,48,518,3,234
2033,6161,2.117845,65501,17,48,520,3,234
2034,6163,2.171829,65502,17,48,507,3,234
2035,6164,2.155219,65502,17,48,509,3,234
2036,6165,2.171829,65501,17,48,506,3,234
2037,6166,2.126150,65502,17,48,519,3,234
2038,6167,2.171829,65501,17,48,511,3,234
2039,6168,2.171829,65502,17,48,520,3,234
2040,6169,2.151066,65501,17,48,510,3,234
2041,6170,2.121998,65502,17,48,514,3,234
2042,6175,2.151066,65502,17,48,519,3,234
2043,6176,2.134456,65501,17,48,507,3,234
2044,6177,2.155219,65502,17,48,519,3,234
2045,6178,2.126150,65503,17,48,515,3,234
2046,6179,2.146914,65502,17,49,506,3,234
2047,6181,2.155219,65503,17,49,505,3,234
2048,6182,2.117845,65502,17,49,519,3,234
2049,6183,2.117845,65502,17,49,516,3,234
2050,6184,2.138608,65503,17,49,519,3,234
2051,6185,2.171829,65502,17,49,507,3,234
2052,6186,2.163524,65502,17,49,517,3,234
2053,6189,2.163524,65503,17,48,505,3,234
2054,6190,2.121998,65503,17,48,512,3,234
2055,6191,2.113692,65502,17,48,519,3,234
2056,6193,2.146914,65502,17,48,505,3,234
2057,6194,2.171829,65503,17,48,509,3,234
2058,6195,2.134456,65503,17,49,507,3,234
2059,6198,2.142761,65503,17,48,519,3,234
2060,6199,2.126150,65502,17,48,518,3,234
2061,6200,2.142761,65502,17,48,514,3,234
2062,6201,2.134456,65502,17,48,507,3,234
2063,6202,2.151066,65502,17,49,513,3,234
2064,6203,2.113692,65503,17,49,516,3,234
2065,6204,2.117845,65502,17,49,516,3,234
2066,6206,2.113692,65503,17,49,513,3,234
2067,6208,2.155219,65503,17,49,507,3,234
2068,6209,2.117845,65502,17,49,518,3,234
2069,6210,2.163524,65503,17,49,507,3,234
2070,6211,2.146914,65502,17,49,519,3,234
2071,6213,2.134456,65503,17,49,520,3,234
2072,6214,2.171829,65502,17,49,519,3,234
2073,6215,2.121998,65503,17,49,516,3,234
2074,6216,2.159371,65502,17,49,519,3,234
2075,6217,2.151066,65502,17,49,505,3,234
2076,6218,2.113692,65502,17,49,511,3,234
2077,6219,2.130303,65503,17,49,509,3,234
2078,6220,2.121998,65502,17,49,507,3,234
2079,6222,2.130303,65503,17,49,515,3,234
2080,6223,2.121998,65503,17,49,507,3,234
2081,6224,2.117845,65503,17,49,518,3,234
2082,6225,2.171829,65503,17,49,515,3,234
2083,6226,2.117845,65503,17,49,519,3,234
2084,6227,2.121998,65502,17,49,519,3,234
2085,6228,2.171829,65503,17,49,505,3,234
2086,6229,2.163524,65503,17,49,518,3,234
2087,6231,2.138608,65503,17,49,519,3,234
2088,6232,2.167677,65503,17,49,509,3,234
2089,6233,2.113692,65503,17,49,518,3,234
2090,6235,2.121998,65503,17,49,518,3,234
2091,6236,2.163524,65503,17,49,509,3,234
2092,6239,2.130303,65503,17,49,517,3,234
2093,6240,2.138608,65503,17,49,518,3,234
2094,6241,2.151066,65503,17,49,505,3,234
2095,6242,2.163524,65502,17,49,505,3,234
2096,6243,2.146914,65503,17,49,505,3,234
2097,6244,2.130303,65503,17,49,519,3,234
2098,6245,2.113692,65503,17,49,504,3,234
2099,6247,2.146914,65502,17,49,511,3,234
2100,6248,2.155219,65502,17,49,506,3,234
2101,6249,2.155219,65502,17,49,517,3,234
2102,6250,2.138608,65502,17,49,505,3,234
2103,6251,2.130303,65503,17,49,518,3,234
2104,6252,2.167677,65502,17,49,517,3,234
2105,6254,2.155219,65503,17,49,516,3,234
2106,6255,2.142761,65502,17,50,504,3,234
2107,6257,2.159371,65503,17,50,516,3,234
2108,6258,2.167677,65503,17,50,505,3,234
2109,6259,2.126150,65502,17,50,517,3,234
2110,6260,2.134456,65502,17,50,517,3,234
2111,6261,2.167677,65503,17,50,509,3,234
2112,6263,2.167677,65502,17,50,510,3,234
2113,6264,2.159371,65503,17,50,517,3,234
2114,6265,2.142761,65504,17,50,509,3,234
2115,6267,2.121998,65503,17,50,516,3,234
2116,6268,2.151066,65503,17,50,515,3,234
2117,6269,2.167677,65503,17,50,504,3,234
2118,6270,2.155219,65503,17,50,511,3,234
2119,6272,2.151066,65504,17,50,505,3,234
2120,6273,2.163524,65503,17,50,504,3,234
2121,6274,2.126150,65503,17,50,517,3,234
2122,6276,2.146914,65503,17,50,509,3,234
2123,6279,2.155219,65502,17,50,507,3,234
2124,6280,2.167677,65503,17,50,510,3,234
2125,6281,2.134456,65503,17,50,511,3,234
2126,6282,2.163524,65503,17,50,508,3,234
2127,6283,2.167677,65503,17,50,512,3,234
2128,6284,2.109540,65504,17,50,506,3,234
2129,6285,2.151066,65502,17,50,508,3,234
2130,6286,2.171829,65503,17,50,518,3,234
2131,6288,2.163524,65503,17,50,506,3,234
2132,6289,2.171829,65503,17,50,504,3,234
2133,6290,2.134456,65503,17,50,505,3,234
2134,6292,2.163524,65504,17,50,515,3,234
2135,6293,2.126150,65504,17,50,503,3,234
2136,6294,2.138608,65504,17,50,518,3,234
2137,6295,2.171829,65504,17,50,518,3,234
2138,6297,2.151066,65504,17,50,507,3,234
2139,6298,2.163524,65504,17,50,517,3,234
2140,6299,2.109540,65504,17,50,505,3,234
2141,6300,2.159371,65503,17,50,505,3,234
2142,6301,2.142761,65504,17,50,504,3,234
2143,6302,2.113692,65504,17,50,507,3,234
2144,6304,2.109540,65504,17,50,505,3,234
2145,6305,2.155219,65504,17,50,517,3,234
2146,6306,2.146914,65503,17,50,518,3,234
2147,6307,2.113692,65503,17,50,512,3,234
2148,6308,2.146914,65503,17,50,515,3,234
2149,6310,2.138608,65503,16,49,504,3,234
2150,6311,2.155219,65504,16,49,506,3,234
2151,6313,2.117845,65503,16,49,508,3,234
2152,6314,2.163524,65503,16,49,505,3,234
2153,6315,2.171829,65504,16,49,508,3,234
2154,6316,2.159371,65503,16,49,514,3,234
2155,6317,2.138608,65504,16,49,506,3,234
2156,6318,2.117845,65503,16,49,506,3,234
2157,6319,2.134456,65503,16,49,504,3,234
2158,6320,2.151066,65503,16,49,506,3,234
2159,6322,2.159371,65503,16,49,518,3,234
2160,6323,2.109540,65504,16,49,505,3,234
2161,6324,2.109540,65502,16,49,510,3,234
2162,6325,2.121998,65503,16,50,510,3,234
2163,6326,2.109540,65503,16,50,506,3,234
2164,6327,2.163524,65503,16,50,504,3,234
2165,6329,2.163524,65503,16,50,515,3,234
2166,6330,2.167677,65504,16,50,503,3,234
2167,6331,2.117845,65503,16,50,503,3,234
2168,6332,2.151066,65504,16,50,516,3,234
2169,6333,2.146914,65504,16,50,504,3,234
2170,6334,2.138608,65503,16,50,503,3,234
2171,6335,2.109540,65503,16,50,506,3,234
2172,6336,2.167677,65504,16,50,516,3,234
2173,6338,2.151066,65504,16,50,518,3,234
2174,6339,2.126150,65504,16,50,518,3,234
2175,6340,2.151066,65504,16,50,504,3,234
2176,6341,2.121998,65504,16,50,514,3,234
2177,6343,2.163524,65504,16,50,503,3,234
2178,6344,2.163524,65504,16,50,511,3,234
2179,6345,2.130303,65504,16,50,505,3,234
2180,6347,2.109540,65503,16,50,518,3,234
2181,6349,2.155219,65504,16,50,509,3,234
2182,6350,2.155219,65504,16,50,511,3,234
2183,6351,2.159371,65504,16,50,507,3,234
2184,6352,2.167677,65504,16,50,516,3,234
2185,6354,2.167677,65503,16,50,510,3,234
2186,6355,2.138608,65504,16,50,509,3,234
2187,6357,2.105387,65504,16,50,512,3,234
2188,6358,2.146914,65504,16,50,512,3,234
2189,6359,2.109540,65504,16,50,503,3,234
2190,6360,2.146914,65504,16,50,512,3,234
2191,6361,2.163524,65505,16,50,505,3,234
2192,6363,2.113692,65504,16,50,511,3,234
2193,6364,2.138608,65504,16,50,516,3,234
2194,6370,2.163524,65502,16,50,509,3,234
2195,6372,2.167677,65503,16,50,509,3,234
2196,6373,2.130303,65503,16,50,515,3,234
2197,6374,2.126150,65504,16,50,515,3,234
2198,6375,2.134456,65504,16,50,510,3,234
2199,6376,2.113692,65503,16,50,518,3,234
2200,6380,2.163524,65504,16,50,513,3,234
2201,6384,2.167677,65503,16,50,505,3,234
2202,6390,2.163524,65503,16,50,510,3,234
2203,6393,2.113692,65503,16,50,515,3,234
2204,6395,2.121998,65503,16,50,507,3,234
2205,6396,2.117845,65503,16,50,504,3,234
2206,6399,2.146914,65503,16,50,514,3,234
2207,6401,2.155219,65502,16,50,516,3,234
2208,6402,2.163524,65503,16,50,514,3,234
2209,6404,2.159371,65503,16,50,516,3,234
2210,6405,2.159371,65503,16,50,515,3,234
2211,6406,2.151066,65503,16,50,509,3,234
2212,6407,2.142761,65503,16,50,516,3,234
2213,6408,2.113692,65502,16,50,504,3,234
2214,6409,2.151066,65503,16,50,514,3,234
2215,6410,2.159371,65503,16,50,517,3,234
2216,6411,2.159371,65502,16,50,513,3,234
2217,6413,2.117845,65503,16,50,509,3,234
2218,6414,2.159371,65502,16,50,514,3,234
2219,6416,2.109540,65503,16,50,505,3,234
2220,6417,2.151066,65502,16,50,514,3,234
2221,6418,2.105387,65503,16,50,515,3,234
2222,6425,2.105387,65503,16,50,508,3,234
2223,6426,2.159371,65503,16,50,513,3,234
2224,6427,2.134456,65503,16,50,510,3,234
2225,6429,2.163524,65503,16,50,517,3,234
2226,6430,2.138608,65503,16,50,517,3,234
2227,6434,2.163524,65502,16,50,503,3,234
2228,6439,2.134456,65503,16,50,515,3,234
2229,6443,2.142761,65503,16,50,503,3,234
2230,6448,2.155219,65503,16,50,516,3,234
2231,6450,2.126150,65503,16,50,513,3,234
2232,6456,2.146914,65503,16,50,503,3,234
2233,6457,2.101235,65502,16,50,504,3,234
2234,6458,2.155219,65502,16,50,513,3,234
2235,6459,2.117845,65502,16,50,512,3,234
2236,6460,2.113692,65502,16,50,506,3,234
2237,6461,2.142761,65502,16,50,509,3,234
2238,6463,2.138608,65503,16,50,515,3,234
2239,6466,2.142761,65503,16,50,515,3,234
2240,6467,2.155219,65504,16,50,503,3,234
2241,6468,2.155219,65503,16,50,516,3,234
2242,6470,2.155219,65503,16,50,516,3,234
2243,6471,2.159371,65503,16,50,515,3,234
2244,6472,2.159371,65503,16,50,508,3,234
2245,6473,2.163524,65503,16,50,507,3,234
2246,6474,2.121998,65503,16,50,504,3,234
2247,6475,2.117845,65503,16,50,516,3,234
2248,6477,2.142761,65502,16,50,515,3,234
